order_ID,date,product_ID,units_sold,revenue
1370,2024-03-09,P019,1,465
1371,2024-04-08,P005,8,2240
1372,2024-05-19,P032,8,1608
1373,2024-01-25,P022,9,5832
1374,2024-06-28,P006,6,2106
1375,2024-05-02,P035,1,527
1376,2024-02-22,P022,9,5832
1377,2024-05-30,P001,3,1254
1378,2024-05-23,P020,6,3486
1379,2024-02-26,P022,9,5832
1380,2024-02-08,P048,3,2049
1381,2024-04-18,P011,5,2660
1382,2024-02-11,P013,5,3025
1383,2024-06-15,P042,7,4340
1384,2024-05-21,P003,4,2204
1385,2024-05-01,P009,4,1116
1386,2024-05-12,P012,7,2562
1387,2024-06-11,P023,9,5535
1388,2024-03-15,P014,4,1360
1389,2024-05-25,P033,4,1044
1390,2024-03-16,P018,6,2820
1391,2024-01-09,P041,6,2358
1392,2024-03-14,P009,7,1953
1393,2024-05-24,P023,1,615
1394,2024-01-07,P010,3,1359
1395,2024-06-22,P019,9,4185
1396,2024-05-20,P047,6,2214
1397,2024-06-16,P005,6,1680
1398,2024-06-18,P047,5,1845
1399,2024-05-16,P023,3,1845
1400,2024-06-26,P030,5,2190
1401,2024-01-27,P025,1,475
1402,2024-05-01,P028,3,516
1403,2024-01-05,P034,4,2156
1404,2024-01-29,P045,5,2515
1405,2024-06-13,P048,9,6147
1406,2024-06-14,P047,4,1476
1407,2024-03-23,P025,3,1425
1408,2024-05-15,P010,1,453
1409,2024-04-18,P014,6,2040
1410,2024-03-05,P042,7,4340
1411,2024-03-26,P046,8,2384
1412,2024-05-24,P030,1,438
1413,2024-03-11,P041,4,1572
1414,2024-02-14,P025,5,2375
1415,2024-05-11,P014,2,680
1416,2024-02-05,P035,1,527
1417,2024-03-10,P048,8,5464
1418,2024-06-07,P034,6,3234
1419,2024-01-19,P010,5,2265
1420,2024-04-17,P035,9,4743
1421,2024-06-15,P011,2,1064
1422,2024-03-31,P011,8,4256
1423,2024-03-30,P021,9,4743
1424,2024-01-19,P021,1,527
1425,2024-02-08,P022,7,4536
1426,2024-05-05,P045,8,4024
1427,2024-06-21,P007,3,1233
1428,2024-05-20,P017,4,1912
1429,2024-05-05,P002,3,1545
1430,2024-02-27,P012,7,2562
1431,2024-05-27,P042,9,5580
1432,2024-03-01,P018,3,1410
1433,2024-05-06,P011,6,3192
1434,2024-04-14,P016,8,3904
1435,2024-06-15,P018,6,2820
1436,2024-01-01,P035,2,1054
1437,2024-05-10,P026,7,2891
1438,2024-04-01,P016,2,976
1439,2024-04-22,P006,2,702
1440,2024-06-01,P044,2,748
1441,2024-02-25,P043,1,482
1442,2024-06-09,P047,1,369
1443,2024-06-14,P047,7,2583
1444,2024-04-26,P048,5,3415
1445,2024-05-13,P042,3,1860
1446,2024-02-27,P012,1,366
1447,2024-02-13,P013,6,3630
1448,2024-06-21,P004,1,344
1449,2024-06-08,P039,9,3249
1450,2024-06-21,P002,2,1030
1451,2024-03-01,P026,1,413
1452,2024-02-16,P027,7,4158
1453,2024-05-28,P027,6,3564
1454,2024-03-20,P015,6,3714
1455,2024-04-27,P008,5,2505
1456,2024-06-12,P007,4,1644
1457,2024-05-26,P047,4,1476
1458,2024-01-20,P046,3,894
1459,2024-05-25,P040,8,5712
1460,2024-02-16,P012,7,2562
1461,2024-02-18,P013,9,5445
1462,2024-01-14,P043,1,482
1463,2024-05-22,P017,7,3346
1464,2024-06-07,P017,4,1912
1465,2024-01-01,P036,7,3955
1466,2024-04-26,P021,1,527
1467,2024-02-23,P008,5,2505
1468,2024-04-27,P005,3,840
1469,2024-01-03,P026,5,2065
1470,2024-05-23,P016,4,1952
1471,2024-01-12,P036,2,1130
1472,2024-03-14,P028,4,688
1473,2024-01-16,P029,3,1605
1474,2024-04-11,P047,1,369
1475,2024-05-31,P012,8,2928
1476,2024-06-04,P037,5,2780
1477,2024-04-26,P030,4,1752
1478,2024-01-08,P023,5,3075
1479,2024-05-01,P016,4,1952
1480,2024-04-01,P014,3,1020
1481,2024-06-12,P010,5,2265
1482,2024-03-30,P007,4,1644
1483,2024-05-15,P045,1,503
1484,2024-02-29,P037,3,1668
1485,2024-06-26,P029,8,4280
1486,2024-01-28,P003,7,3857
1487,2024-04-10,P015,2,1238
1488,2024-02-10,P036,1,565
1489,2024-06-03,P047,3,1107
1490,2024-05-24,P046,5,1490
1491,2024-06-09,P019,1,465
1492,2024-06-05,P013,3,1815
1493,2024-05-20,P042,3,1860
1494,2024-02-15,P021,5,2635
1495,2024-02-04,P037,3,1668
1496,2024-05-13,P027,9,5346
1497,2024-03-22,P029,1,535
1498,2024-04-24,P020,4,2324
1499,2024-02-16,P025,4,1900
1500,2024-06-01,P006,1,351
1501,2024-01-10,P036,2,1130
1502,2024-02-25,P002,1,515
1503,2024-01-30,P022,6,3888
1504,2024-04-18,P032,3,603
1505,2024-01-05,P016,7,3416
1506,2024-04-28,P018,5,2350
1507,2024-02-02,P005,9,2520
1508,2024-04-27,P036,7,3955
1509,2024-03-05,P030,4,1752
1510,2024-05-25,P045,5,2515
1511,2024-06-25,P019,5,2325
1512,2024-01-11,P023,5,3075
1513,2024-03-25,P034,9,4851
1514,2024-01-26,P013,3,1815
1515,2024-03-03,P043,6,2892
1516,2024-03-26,P029,8,4280
1517,2024-02-28,P036,9,5085
1518,2024-01-27,P022,7,4536
1519,2024-06-25,P047,3,1107
1520,2024-06-09,P036,1,565
1521,2024-04-07,P009,4,1116
1522,2024-04-14,P039,6,2166
1523,2024-04-08,P019,3,1395
1524,2024-05-08,P038,1,367
1525,2024-05-28,P006,6,2106
1526,2024-02-24,P047,1,369
1527,2024-01-06,P015,9,5571
1528,2024-04-04,P020,1,581
1529,2024-05-12,P009,6,1674
1530,2024-04-11,P032,1,201
1531,2024-01-03,P004,7,2408
1532,2024-01-23,P018,3,1410
1533,2024-02-22,P005,6,1680
1534,2024-06-13,P020,7,4067
1535,2024-03-23,P023,1,615
1536,2024-05-24,P011,1,532
1537,2024-03-25,P037,5,2780
1538,2024-03-18,P022,6,3888
1539,2024-04-19,P004,9,3096
1540,2024-01-01,P029,1,535
1541,2024-02-20,P044,4,1496
1542,2024-06-21,P034,8,4312
1543,2024-01-04,P013,9,5445
1544,2024-04-22,P042,3,1860
1545,2024-02-01,P009,2,558
1546,2024-02-03,P042,4,2480
1547,2024-04-01,P031,2,1198
1548,2024-04-04,P007,1,411
1549,2024-03-12,P004,3,1032
1550,2024-02-08,P019,7,3255
1551,2024-06-02,P042,1,620
1552,2024-06-10,P030,2,876
1553,2024-04-27,P031,1,599
1554,2024-01-03,P035,8,4216
1555,2024-05-02,P021,5,2635
1556,2024-02-19,P031,8,4792
1557,2024-01-12,P019,3,1395
1558,2024-02-23,P031,7,4193
1559,2024-05-12,P032,8,1608
1560,2024-02-26,P002,6,3090
1561,2024-05-24,P010,7,3171
1562,2024-04-21,P002,2,1030
1563,2024-02-16,P002,8,4120
1564,2024-05-30,P024,5,2520
1565,2024-03-25,P017,7,3346
1566,2024-05-21,P032,1,201
1567,2024-03-06,P016,5,2440
1568,2024-03-15,P016,1,488
1569,2024-06-27,P046,8,2384
1570,2024-04-12,P039,4,1444
1571,2024-06-14,P031,4,2396
1572,2024-02-07,P043,2,964
1573,2024-02-19,P024,5,2520
1574,2024-04-07,P001,1,418
1575,2024-03-22,P011,9,4788
1576,2024-01-30,P021,5,2635
1577,2024-03-19,P004,6,2064
1578,2024-03-31,P007,2,822
1579,2024-06-27,P026,1,413
1580,2024-02-21,P047,4,1476
1581,2024-06-14,P012,7,2562
1582,2024-03-19,P031,6,3594
1583,2024-01-30,P017,1,478
1584,2024-04-15,P033,1,261
1585,2024-02-20,P011,8,4256
1586,2024-03-21,P028,4,688
1587,2024-05-12,P032,5,1005
1588,2024-01-29,P001,7,2926
1589,2024-05-11,P047,8,2952
1590,2024-05-17,P028,7,1204
1591,2024-05-24,P042,2,1240
1592,2024-03-14,P007,4,1644
1593,2024-01-17,P002,1,515
1594,2024-03-24,P042,9,5580
1595,2024-03-09,P024,3,1512
1596,2024-02-03,P004,3,1032
1597,2024-01-06,P044,9,3366
1598,2024-02-22,P019,3,1395
1599,2024-05-05,P026,8,3304
1600,2024-02-12,P011,2,1064
1601,2024-04-24,P040,3,2142
1602,2024-04-20,P043,2,964
1603,2024-05-30,P011,1,532
1604,2024-03-20,P045,2,1006
1605,2024-04-04,P003,8,4408
1606,2024-04-27,P012,9,3294
1607,2024-05-23,P003,2,1102
1608,2024-01-08,P042,7,4340
1609,2024-05-11,P027,5,2970
1610,2024-04-13,P002,3,1545
1611,2024-05-11,P016,9,4392
1612,2024-01-25,P002,6,3090
1613,2024-04-05,P030,1,438
1614,2024-06-03,P020,5,2905
1615,2024-04-02,P038,7,2569
1616,2024-06-08,P028,4,688
1617,2024-06-26,P025,8,3800
1618,2024-03-01,P032,5,1005
1619,2024-05-01,P010,9,4077
1620,2024-02-20,P042,9,5580
1621,2024-05-26,P040,9,6426
1622,2024-01-21,P033,1,261
1623,2024-01-05,P013,2,1210
1624,2024-04-01,P041,3,1179
1625,2024-06-18,P042,4,2480
1626,2024-03-01,P047,9,3321
1627,2024-01-22,P037,6,3336
1628,2024-05-28,P016,1,488
1629,2024-03-10,P045,9,4527
1630,2024-01-01,P022,6,3888
1631,2024-05-12,P020,4,2324
1632,2024-01-12,P043,4,1928
1633,2024-03-30,P027,3,1782
1634,2024-02-15,P041,7,2751
1635,2024-02-03,P016,3,1464
1636,2024-06-25,P034,2,1078
1637,2024-03-18,P032,8,1608
1638,2024-02-14,P026,4,1652
1639,2024-06-03,P025,8,3800
1640,2024-03-13,P002,1,515
1641,2024-01-26,P012,5,1830
1642,2024-02-16,P040,9,6426
1643,2024-04-30,P009,1,279
1644,2024-02-25,P012,4,1464
1645,2024-04-03,P026,6,2478
1646,2024-04-16,P009,8,2232
1647,2024-03-03,P010,3,1359
1648,2024-02-17,P032,5,1005
1649,2024-03-01,P034,7,3773
1650,2024-03-21,P048,1,683
1651,2024-01-26,P020,7,4067
1652,2024-02-05,P039,8,2888
1653,2024-01-01,P002,8,4120
1654,2024-01-08,P001,9,3762
1655,2024-04-22,P036,6,3390
1656,2024-04-08,P024,6,3024
1657,2024-06-28,P027,2,1188
1658,2024-02-16,P002,3,1545
1659,2024-05-06,P031,4,2396
1660,2024-02-25,P014,4,1360
1661,2024-01-14,P002,8,4120
1662,2024-01-28,P029,1,535
1663,2024-03-18,P015,4,2476
1664,2024-05-09,P012,4,1464
1665,2024-04-18,P037,1,556
1666,2024-06-02,P028,3,516
1667,2024-01-14,P020,5,2905
1668,2024-02-25,P039,6,2166
1669,2024-04-24,P024,9,4536
1670,2024-01-07,P021,9,4743
1671,2024-01-03,P010,9,4077
1672,2024-04-20,P046,1,298
1673,2024-05-30,P014,9,3060
1674,2024-04-16,P037,8,4448
1675,2024-01-18,P018,2,940
1676,2024-02-07,P024,1,504
1677,2024-04-24,P014,1,340
1678,2024-01-15,P034,6,3234
1679,2024-04-28,P012,9,3294
1680,2024-01-28,P022,7,4536
1681,2024-02-08,P006,5,1755
1682,2024-01-17,P036,2,1130
1683,2024-03-26,P045,1,503
1684,2024-05-05,P036,2,1130
1685,2024-02-13,P022,1,648
1686,2024-01-25,P014,3,1020
1687,2024-05-24,P016,6,2928
1688,2024-01-13,P036,8,4520
1689,2024-01-25,P025,3,1425
1690,2024-03-08,P032,9,1809
1691,2024-05-17,P033,5,1305
1692,2024-03-07,P045,7,3521
1693,2024-04-18,P036,8,4520
1694,2024-05-25,P020,3,1743
1695,2024-04-20,P018,2,940
1696,2024-04-20,P038,2,734
1697,2024-02-03,P003,5,2755
1698,2024-04-20,P023,1,615
1699,2024-01-08,P032,2,402
1700,2024-06-16,P045,9,4527
1701,2024-04-22,P016,7,3416
1702,2024-03-23,P005,6,1680
1703,2024-02-11,P004,9,3096
1704,2024-06-17,P021,7,3689
1705,2024-04-10,P040,5,3570
1706,2024-01-06,P014,9,3060
1707,2024-06-28,P039,6,2166
1708,2024-01-26,P031,6,3594
1709,2024-03-04,P014,4,1360
1710,2024-02-28,P006,1,351
1711,2024-04-18,P012,5,1830
1712,2024-04-30,P016,9,4392
1713,2024-02-02,P017,8,3824
1714,2024-05-29,P045,8,4024
1715,2024-01-21,P023,5,3075
1716,2024-03-10,P014,9,3060
1717,2024-04-21,P007,3,1233
1718,2024-01-04,P046,3,894
1719,2024-04-03,P032,1,201
1720,2024-03-15,P015,9,5571
1721,2024-03-02,P044,6,2244
1722,2024-04-03,P017,2,956
1723,2024-04-04,P041,8,3144
1724,2024-05-31,P047,9,3321
1725,2024-02-24,P044,9,3366
1726,2024-05-16,P034,2,1078
1727,2024-05-10,P005,2,560
1728,2024-01-31,P045,7,3521
1729,2024-02-09,P027,4,2376
1730,2024-02-05,P023,1,615
1731,2024-05-31,P040,8,5712
1732,2024-01-06,P014,2,680
1733,2024-03-06,P015,3,1857
1734,2024-03-15,P043,5,2410
1735,2024-01-04,P033,3,783
1736,2024-03-19,P031,7,4193
1737,2024-05-13,P035,7,3689
1738,2024-04-27,P017,2,956
1739,2024-04-22,P028,7,1204
1740,2024-04-03,P019,6,2790
1741,2024-06-27,P046,9,2682
1742,2024-03-02,P023,9,5535
1743,2024-03-19,P032,2,402
1744,2024-05-15,P040,7,4998
1745,2024-01-26,P013,5,3025
1746,2024-06-27,P020,6,3486
1747,2024-06-21,P035,1,527
1748,2024-02-13,P005,7,1960
1749,2024-05-12,P009,6,1674
1750,2024-03-10,P029,4,2140
1751,2024-06-02,P006,1,351
1752,2024-04-27,P025,9,4275
1753,2024-03-08,P031,4,2396
1754,2024-01-19,P022,2,1296
1755,2024-01-20,P002,8,4120
1756,2024-04-22,P045,2,1006
1757,2024-05-19,P005,5,1400
1758,2024-02-16,P027,6,3564
1759,2024-01-01,P025,8,3800
1760,2024-03-30,P008,1,501
1761,2024-05-21,P001,1,418
1762,2024-03-04,P020,4,2324
1763,2024-02-07,P044,5,1870
1764,2024-02-06,P023,9,5535
1765,2024-05-05,P032,7,1407
1766,2024-05-18,P011,7,3724
1767,2024-04-09,P039,8,2888
1768,2024-03-17,P047,5,1845
1769,2024-01-03,P024,5,2520
1770,2024-06-09,P011,1,532
1771,2024-05-13,P029,9,4815
1772,2024-06-26,P026,6,2478
1773,2024-01-10,P016,9,4392
1774,2024-01-05,P035,3,1581
1775,2024-05-30,P020,5,2905
1776,2024-05-17,P046,2,596
1777,2024-06-20,P003,5,2755
1778,2024-05-09,P001,8,3344
1779,2024-01-13,P047,2,738
1780,2024-06-16,P001,8,3344
1781,2024-05-09,P017,4,1912
1782,2024-03-24,P002,1,515
1783,2024-03-05,P029,5,2675
1784,2024-03-03,P020,1,581
